Date,Team,Location,Opponent,Team_Score,Opponent_Score,Win?
12/3,Northwestern,Away,Wisconsin,73.0,85.0,No
12/3,Idaho,Home,North Dakota,90.0,58.0,Yes
12/3,North Dakota,Away,Idaho,58.0,90.0,No
12/3,Denver,Home,E Washington,93.0,89.0,Yes
12/3,E Washington,Away,Denver,89.0,93.0,No
12/3,Air Force,Home,Pacific,65.0,80.0,No
12/3,Pacific,Away,Air Force,80.0,65.0,Yes
12/3,Texas,Home,Virginia,69.0,88.0,No
12/3,Virginia,Away,Texas,88.0,69.0,Yes
12/3,Georgia Tech,Home,Mississippi St,73.0,85.0,No
12/3,Mississippi St,Away,Georgia Tech,85.0,73.0,Yes
12/3,Oregon St,Home,Vermont,80.0,58.0,Yes
12/3,Vermont,Away,Oregon St,58.0,80.0,No
12/3,Seattle U,Home,Puget Sound,97.0,43.0,Yes
12/3,Puget Sound,Away,Seattle U,43.0,97.0,No
12/3,Santa Clara,Home,Utah Tech,90.0,80.0,Yes
12/3,Utah Tech,Away,Santa Clara,80.0,90.0,No
12/3,San Diego St,Home,Utah Valley,77.0,66.0,Yes
12/3,Utah Valley,Away,San Diego St,66.0,77.0,No
12/3,San Francisco,Home,North Alabama,63.0,65.0,No
12/3,North Alabama,Away,San Francisco,65.0,63.0,Yes
12/3,Washington,Home,UCLA,80.0,82.0,No
12/3,UCLA,Away,Washington,82.0,80.0,Yes
12/4,Fairleigh Dickinson,Home,Manor,86.0,38.0,Yes
12/4,Manor,Away,Fairleigh Dickinson,38.0,86.0,No
12/4,Davidson,Home,The Citadel,79.0,63.0,Yes
12/4,The Citadel,Away,Davidson,63.0,79.0,No
12/4,South Florida,Home,Utah State,74.0,61.0,Yes
12/4,Utah State,Away,South Florida,61.0,74.0,No
12/4,Merrimack,Home,Rider,68.0,66.0,Yes
12/4,Rider,Away,Merrimack,66.0,68.0,No
12/4,Charleston So,Home,Warren Wilson,124.0,63.0,Yes
12/4,Warren Wilson,Away,Charleston So,63.0,124.0,No
12/4,Green Bay,Home,Robert Morris,78.0,80.0,No
12/4,Robert Morris,Away,Green Bay,80.0,78.0,Yes
12/4,Santa Barbara,Home,Long Beach St,84.0,77.0,Yes
12/4,Long Beach St,Away,Santa Barbara,77.0,84.0,No
12/4,CSU Northridge,Home,Bakersfield,87.0,66.0,Yes
12/4,Bakersfield,Away,CSU Northridge,66.0,87.0,No
12/4,Fullerton,Home,Cal Poly,91.0,94.0,No
12/4,Cal Poly,Away,Fullerton,94.0,91.0,Yes
12/4,UC Irvine,Home,UC Riverside,73.0,60.0,Yes
12/4,UC Riverside,Away,UC Irvine,60.0,73.0,No
12/4,Hawai’i,Home,UC Davis,75.0,69.0,Yes
12/4,UC Davis,Away,Hawai’i,69.0,75.0,No
12/5,Connecticut,Home,E Texas A&M,83.0,59.0,Yes
12/5,E Texas A&M,Away,Connecticut,59.0,83.0,No
12/5,Kentucky,Home,Gonzaga,59.0,94.0,No
12/5,Gonzaga,Away,Kentucky,94.0,59.0,Yes
12/5,Bethune,Home,USC Upstate,80.0,59.0,Yes
12/5,USC Upstate,Away,Bethune,59.0,80.0,No
12/5,High Point,Home,NJIT,89.0,72.0,Yes
12/5,NJIT,Away,High Point,72.0,89.0,No
12/5,ETSU,Home,South Alabama,91.0,65.0,Yes
12/5,South Alabama,Away,ETSU,65.0,91.0,No
12/5,Portland,Home,Lewis & Clark,104.0,87.0,Yes
12/5,Lewis & Clark,Away,Portland,87.0,104.0,No
12/5,VCU,Home,Samford,83.0,57.0,Yes
12/5,Samford,Away,VCU,57.0,83.0,No
12/5,Iona,Home,Quinnipiac,68.0,89.0,No
12/5,Quinnipiac,Away,Iona,89.0,68.0,Yes
12/5,Lafayette,Home,Mercyhurst,79.0,71.0,Yes
12/5,Mercyhurst,Away,Lafayette,71.0,79.0,No
12/5,Brown,Home,Bryant,75.0,56.0,Yes
12/5,Bryant,Away,Brown,56.0,75.0,No
12/5,Siena,Home,Niagara,83.0,54.0,Yes
12/5,Niagara,Away,Siena,54.0,83.0,No
12/5,Saint Peter's,Home,Canisius,69.0,57.0,Yes
12/5,Canisius,Away,Saint Peter's,57.0,69.0,No
12/5,Marist,Home,Mount St Marys,64.0,56.0,Yes
12/5,Mount St Marys,Away,Marist,56.0,64.0,No
12/5,Manhattan,Home,Fairfield,70.0,66.0,Yes
12/5,Fairfield,Away,Manhattan,66.0,70.0,No
12/5,E Michigan,Home,Cleary,86.0,48.0,Yes
12/5,Cleary,Away,E Michigan,48.0,86.0,No
12/5,Drake,Home,UAB,69.0,74.0,No
12/5,UAB,Away,Drake,74.0,69.0,Yes
12/5,VMI,Home,Christendom,89.0,36.0,Yes
12/5,Christendom,Away,VMI,36.0,89.0,No
12/5,Xavier,Home,Cincinnati,79.0,74.0,Yes
12/5,Cincinnati,Away,Xavier,74.0,79.0,No
12/5,McNeese,Home,N'Western St,92.0,54.0,Yes
12/5,N'Western St,Away,McNeese,54.0,92.0,No
12/5,TCU,Home,Notre Dame,85.0,87.0,No
12/5,Notre Dame,Away,TCU,87.0,85.0,Yes
12/5,San José St,Home,San Diego,86.0,69.0,Yes
12/5,San Diego,Away,San José St,69.0,86.0,No
12/5,Florida A&M,Home,Barber Scotia,0.0,0.0,No
12/5,Barber Scotia,Away,Florida A&M,0.0,0.0,No
12/6,Purdue,Home,Iowa State,58.0,81.0,No
12/6,Iowa State,Away,Purdue,81.0,58.0,Yes
12/6,Arizona,Home,Auburn,97.0,68.0,Yes
12/6,Auburn,Away,Arizona,68.0,97.0,No
12/6,Michigan,Home,Rutgers,101.0,60.0,Yes
12/6,Rutgers,Away,Michigan,60.0,101.0,No
12/6,Michigan St.,Home,Duke,60.0,66.0,No
12/6,Duke,Away,Michigan St.,66.0,60.0,Yes
12/6,Louisville,Home,Indiana,87.0,78.0,Yes
12/6,Indiana,Away,Louisville,78.0,87.0,No
12/6,Houston,Home,Florida St,82.0,67.0,Yes
12/6,Florida St,Away,Houston,67.0,82.0,No
12/6,Tennessee,Home,Illinois,62.0,75.0,No
12/6,Illinois,Away,Tennessee,75.0,62.0,Yes
12/6,St John's,Home,Mississippi,63.0,58.0,Yes
12/6,Mississippi,Away,St John's,58.0,63.0,No
12/6,USC,Home,Washington,76.0,84.0,No
12/6,Washington,Away,USC,84.0,76.0,Yes
12/6,Arkansas,Home,Fresno St,82.0,58.0,Yes
12/6,Fresno St,Away,Arkansas,58.0,82.0,No
12/6,Georgia Tech,Home,Monmouth,79.0,67.0,Yes
12/6,Monmouth,Away,Georgia Tech,67.0,79.0,No
12/6,Boston College,Home,New Haven,67.0,63.0,Yes
12/6,New Haven,Away,Boston College,63.0,67.0,No
12/6,Providence,Home,Rhode Island,90.0,71.0,Yes
12/6,Rhode Island,Away,Providence,71.0,90.0,No
12/6,Virginia,Home,Dayton,86.0,73.0,Yes
12/6,Dayton,Away,Virginia,73.0,86.0,No
12/6,Miami,Home,Southern Miss,88.0,64.0,Yes
12/6,Southern Miss,Away,Miami,64.0,88.0,No
12/6,Bucknell,Home,UMBC,66.0,73.0,No
12/6,UMBC,Away,Bucknell,73.0,66.0,Yes
12/6,Richmond,Home,Old Dominion,86.0,77.0,Yes
12/6,Old Dominion,Away,Richmond,77.0,86.0,No
12/6,Wagner,Home,Bryant Str-Alb,92.0,36.0,Yes
12/6,Bryant Str-Alb,Away,Wagner,36.0,92.0,No
12/6,Bowling Green,Home,Utah Valley,71.0,82.0,No
12/6,Utah Valley,Away,Bowling Green,82.0,71.0,Yes
12/6,Miami OH,Home,Maine,93.0,61.0,Yes
12/6,Maine,Away,Miami OH,61.0,93.0,No
12/6,N.C. State,Home,UNC Asheville,75.0,63.0,Yes
12/6,UNC Asheville,Away,N.C. State,63.0,75.0,No
12/6,La Salle,Home,Drexel,69.0,64.0,Yes
12/6,Drexel,Away,La Salle,64.0,69.0,No
12/6,W Illinois,Home,Han LaGrange,78.0,47.0,Yes
12/6,Han LaGrange,Away,W Illinois,47.0,78.0,No
12/6,Colgate,Home,St John Fisher,94.0,50.0,Yes
12/6,St John Fisher,Away,Colgate,50.0,94.0,No
12/6,SIUE,Home,W Michigan,73.0,83.0,No
12/6,W Michigan,Away,SIUE,83.0,73.0,Yes
12/6,James Madison,Home,Norfolk St,68.0,67.0,Yes
12/6,Norfolk St,Away,James Madison,67.0,68.0,No
12/6,Delaware St,Home,Delaware,75.0,72.0,Yes
12/6,Delaware,Away,Delaware St,72.0,75.0,No
12/6,Winthrop,Home,Coastal,84.0,88.0,No
12/6,Coastal,Away,Winthrop,88.0,84.0,Yes
12/6,Gardner-Webb,Home,GA Southern,84.0,88.0,No
12/6,GA Southern,Away,Gardner-Webb,88.0,84.0,Yes
12/6,Presbyterian,Home,Morehead St,80.0,72.0,Yes
12/6,Morehead St,Away,Presbyterian,72.0,80.0,No
12/6,SC Upstate,Home,W Carolina,78.0,67.0,Yes
12/6,W Carolina,Away,SC Upstate,67.0,78.0,No
12/6,Northwestern,Home,Ohio State,82.0,86.0,No
12/6,Ohio State,Away,Northwestern,86.0,82.0,Yes
12/6,West Georgia,Home,Tennessee Tech,59.0,87.0,No
12/6,Tennessee Tech,Away,West Georgia,87.0,59.0,Yes
12/6,South Carolina,Home,Stetson,82.0,51.0,Yes
12/6,Stetson,Away,South Carolina,51.0,82.0,No
12/6,FIU,Home,Jacksonville,88.0,65.0,Yes
12/6,Jacksonville,Away,FIU,65.0,88.0,No
12/6,American,Home,MD Eastern,78.0,60.0,Yes
12/6,MD Eastern,Away,American,60.0,78.0,No
12/6,Wisconsin,Home,Marquette,96.0,76.0,Yes
12/6,Marquette,Away,Wisconsin,76.0,96.0,No
12/6,Liberty,Home,Coppin St.,92.0,50.0,Yes
12/6,Coppin St.,Away,Liberty,50.0,92.0,No
12/6,Butler,Home,Boise St,68.0,77.0,No
12/6,Boise St,Away,Butler,77.0,68.0,Yes
12/6,IU Indy,Home,Youngstown St,55.0,78.0,No
12/6,Youngstown St,Away,IU Indy,78.0,55.0,Yes
12/6,Cleveland St,Home,Detroit Mercy,59.0,71.0,No
12/6,Detroit Mercy,Away,Cleveland St,71.0,59.0,Yes
12/6,Purdue FW,Home,N Kentucky,79.0,77.0,Yes
12/6,N Kentucky,Away,Purdue FW,77.0,79.0,No
12/6,Buffalo,Home,St Bonaventure,69.0,77.0,No
12/6,St Bonaventure,Away,Buffalo,77.0,69.0,Yes
12/6,Duquesne,Home,Stony Brook,84.0,75.0,Yes
12/6,Stony Brook,Away,Duquesne,75.0,84.0,No
12/6,Fordham,Home,Holy Cross,69.0,70.0,No
12/6,Holy Cross,Away,Fordham,70.0,69.0,Yes
12/6,Furman,Home,Harvard,79.0,69.0,Yes
12/6,Harvard,Away,Furman,69.0,79.0,No
12/6,Loyola Chicago,Home,Princeton,73.0,68.0,Yes
12/6,Princeton,Away,Loyola Chicago,68.0,73.0,No
12/6,Kennesaw St,Home,Georgia St,92.0,69.0,Yes
12/6,Georgia St,Away,Kennesaw St,69.0,92.0,No
12/6,S Dakota St,Home,Idaho,81.0,84.0,No
12/6,Idaho,Away,S Dakota St,84.0,81.0,Yes
12/6,Oakland,Home,Toledo,98.0,97.0,Yes
12/6,Toledo,Away,Oakland,97.0,98.0,No
12/6,Tulsa,Home,Missouri St,98.0,74.0,Yes
12/6,Missouri St,Away,Tulsa,74.0,98.0,No
12/6,Murray St,Home,Bellarmine,81.0,68.0,Yes
12/6,Bellarmine,Away,Murray St,68.0,81.0,No
12/6,Valparaiso,Home,Calumet,98.0,58.0,Yes
12/6,Calumet,Away,Valparaiso,58.0,98.0,No
12/6,Virginia Tech,Home,George Mason,73.0,62.0,Yes
12/6,George Mason,Away,Virginia Tech,62.0,73.0,No
12/6,E Kentucky,Home,IU East,122.0,67.0,Yes
12/6,IU East,Away,E Kentucky,67.0,122.0,No
12/6,North Carolina Central,Home,NC A&T,54.0,69.0,No
12/6,NC A&T,Away,North Carolina Central,69.0,54.0,Yes
12/6,Wofford,Home,Elon,52.0,73.0,No
12/6,Elon,Away,Wofford,73.0,52.0,Yes
12/6,Ohio,Home,Marshall,88.0,81.0,Yes
12/6,Marshall,Away,Ohio,81.0,88.0,No
12/6,Prairie View,Home,Champ Chrstn,124.0,62.0,Yes
12/6,Champ Chrstn,Away,Prairie View,62.0,124.0,No
12/6,UMass,Home,UMass Lowell,80.0,60.0,Yes
12/6,UMass Lowell,Away,UMass,60.0,80.0,No
12/6,Iowa,Home,Maryland,83.0,64.0,Yes
12/6,Maryland,Away,Iowa,64.0,83.0,No
12/6,Wyoming,Home,Dartmouth,93.0,80.0,Yes
12/6,Dartmouth,Away,Wyoming,80.0,93.0,No
12/6,Louisiana,Home,UNC Wilmington,63.0,70.0,No
12/6,UNC Wilmington,Away,Louisiana,70.0,63.0,Yes
12/6,Abilene Chrstn,Home,New Mexico St,77.0,69.0,Yes
12/6,New Mexico St,Away,Abilene Chrstn,69.0,77.0,No
12/6,Western KY,Home,Evansville,80.0,79.0,Yes
12/6,Evansville,Away,Western KY,79.0,80.0,No
12/6,Kent State,Home,Rob. Wesleyan,111.0,68.0,Yes
12/6,Rob. Wesleyan,Away,Kent State,68.0,111.0,No
12/6,East Carolina,Home,UNC Greensboro,78.0,82.0,No
12/6,UNC Greensboro,Away,East Carolina,82.0,78.0,Yes
12/6,Binghamton,Home,Le Moyne,63.0,78.0,No
12/6,Le Moyne,Away,Binghamton,78.0,63.0,Yes
12/6,Tulane,Home,Akron,71.0,88.0,No
12/6,Akron,Away,Tulane,88.0,71.0,Yes
12/6,Kansas St,Home,Seton Hall,67.0,78.0,No
12/6,Seton Hall,Away,Kansas St,78.0,67.0,Yes
12/6,Morgan St,Home,Longwood,80.0,84.0,No
12/6,Longwood,Away,Morgan St,84.0,80.0,Yes
12/6,Nicholls,Home,Incarnate Word,74.0,67.0,Yes
12/6,Incarnate Word,Away,Nicholls,67.0,74.0,No
12/6,Temple,Home,Saint Joseph's,69.0,70.0,No
12/6,Saint Joseph's,Away,Temple,70.0,69.0,Yes
12/6,Chattanooga,Home,SE Missouri,70.0,74.0,No
12/6,SE Missouri,Away,Chattanooga,74.0,70.0,Yes
12/6,Troy,Home,LaGrange,101.0,47.0,Yes
12/6,LaGrange,Away,Troy,47.0,101.0,No
12/6,Memphis,Home,Baylor,78.0,71.0,Yes
12/6,Baylor,Away,Memphis,71.0,78.0,No
12/6,Portland St,Home,Omaha,55.0,60.0,No
12/6,Omaha,Away,Portland St,60.0,55.0,Yes
12/6,Pepperdine,Home,Vermont,56.0,65.0,No
12/6,Vermont,Away,Pepperdine,65.0,56.0,Yes
12/6,Oregon St,Home,Southern Utah,81.0,70.0,Yes
12/6,Southern Utah,Away,Oregon St,70.0,81.0,No
12/6,E Washington,Home,Kansas City,90.0,66.0,Yes
12/6,Kansas City,Away,E Washington,66.0,90.0,No
12/6,Texas Southern,Home,Sam Houston,70.0,82.0,No
12/6,Sam Houston,Away,Texas Southern,82.0,70.0,Yes
12/6,Colorado St,Home,Colorado,91.0,86.0,Yes
12/6,Colorado,Away,Colorado St,86.0,91.0,No
12/6,Brown,Home,Elms,115.0,34.0,Yes
12/6,Elms,Away,Brown,34.0,115.0,No
12/6,California,Home,Pacific,67.0,61.0,Yes
12/6,Pacific,Away,California,61.0,67.0,No
12/6,Lehigh,Home,LIU,82.0,87.0,No
12/6,LIU,Away,Lehigh,87.0,82.0,Yes
12/6,Florida A&M,Home,FL Memorial,60.0,58.0,Yes
12/6,FL Memorial,Away,Florida A&M,58.0,60.0,No
12/6,Columbia,Home,UAlbany,93.0,65.0,Yes
12/6,UAlbany,Away,Columbia,65.0,93.0,No
12/6,Howard,Home,Bowie State,85.0,69.0,Yes
12/6,Bowie State,Away,Howard,69.0,85.0,No
12/6,UCLA,Home,Oregon,74.0,63.0,Yes
12/6,Oregon,Away,UCLA,63.0,74.0,No
12/6,Idaho St,Home,Denver,93.0,79.0,Yes
12/6,Denver,Away,Idaho St,79.0,93.0,No
12/6,West Virginia,Home,Wake Forest,66.0,75.0,No
12/6,Wake Forest,Away,West Virginia,75.0,66.0,Yes
12/6,G Washington,Home,William & Mary,99.0,86.0,Yes
12/6,William & Mary,Away,G Washington,86.0,99.0,No
12/6,New Orleans,Home,Hou Christian,76.0,85.0,No
12/6,Hou Christian,Away,New Orleans,85.0,76.0,Yes
12/6,New Hampshire,Home,Boston U,88.0,82.0,Yes
12/6,Boston U,Away,New Hampshire,82.0,88.0,No
12/6,Lamar,Home,Texas A&M-CC,49.0,57.0,No
12/6,Texas A&M-CC,Away,Lamar,57.0,49.0,Yes
12/6,Utah,Home,CA Baptist,91.0,85.0,Yes
12/6,CA Baptist,Away,Utah,85.0,91.0,No
12/6,Cal Poly,Home,UC Riverside,84.0,88.0,No
12/6,UC Riverside,Away,Cal Poly,88.0,84.0,Yes
12/6,Villanova,Home,Penn,90.0,63.0,Yes
12/6,Penn,Away,Villanova,63.0,90.0,No
12/6,Grand Canyon,Home,Oklahoma St,78.0,84.0,No
12/6,Oklahoma St,Away,Grand Canyon,84.0,78.0,Yes
12/6,North Dakota,Home,Montana,75.0,79.0,No
12/6,Montana,Away,North Dakota,79.0,75.0,Yes
12/6,N Dakota St,Home,N Arizona,69.0,68.0,Yes
12/6,N Arizona,Away,N Dakota St,68.0,69.0,No
12/6,Oral Roberts,Home,Montana St,72.0,68.0,Yes
12/6,Montana St,Away,Oral Roberts,68.0,72.0,No
12/6,Bradley,Home,N Illinois,84.0,55.0,Yes
12/6,N Illinois,Away,Bradley,55.0,84.0,No
12/6,Northern Iowa,Home,Wichita St,69.0,74.0,No
12/6,Wichita St,Away,Northern Iowa,74.0,69.0,Yes
12/6,Milwaukee,Home,Robert Morris,74.0,72.0,Yes
12/6,Robert Morris,Away,Milwaukee,72.0,74.0,No
12/6,Illinois St,Home,Chicago St,95.0,53.0,Yes
12/6,Chicago St,Away,Illinois St,53.0,95.0,No
12/6,N Colorado,Home,South Dakota,89.0,87.0,Yes
12/6,South Dakota,Away,N Colorado,87.0,89.0,No
12/6,E Illinois,Home,Lindenwood,74.0,82.0,No
12/6,Lindenwood,Away,E Illinois,82.0,74.0,Yes
12/6,DePaul,Home,AR-Pine Bluff,76.0,72.0,Yes
12/6,AR-Pine Bluff,Away,DePaul,72.0,76.0,No
12/6,New Mexico,Home,Santa Clara,98.0,71.0,Yes
12/6,Santa Clara,Away,New Mexico,71.0,98.0,No
12/6,Santa Barbara,Home,Bakersfield,109.0,84.0,Yes
12/6,Bakersfield,Away,Santa Barbara,84.0,109.0,No
12/6,Long Beach St,Home,UC San Diego,74.0,80.0,No
12/6,UC San Diego,Away,Long Beach St,80.0,74.0,Yes
12/6,Little Rock,Home,Arkansas St,78.0,90.0,No
12/6,Arkansas St,Away,Little Rock,90.0,78.0,Yes
12/6,Arizona St,Home,Oklahoma,86.0,70.0,Yes
12/6,Oklahoma,Away,Arizona St,70.0,86.0,No
12/6,UC Irvine,Home,CSU Northridge,85.0,71.0,Yes
12/6,CSU Northridge,Away,UC Irvine,71.0,85.0,No
12/6,Hawai’i,Home,Fullerton,69.0,59.0,Yes
12/6,Fullerton,Away,Hawai’i,59.0,69.0,No
12/7,Gonzaga,Home,North Florida,109.0,58.0,Yes
12/7,North Florida,Away,Gonzaga,58.0,109.0,No
12/7,Alabama,Home,UTSA,97.0,55.0,Yes
12/7,UTSA,Away,Alabama,55.0,97.0,No
12/7,North Carolina,Home,Georgetown,81.0,61.0,Yes
12/7,Georgetown,Away,North Carolina,61.0,81.0,No
12/7,Texas Tech,Home,LSU,82.0,58.0,Yes
12/7,LSU,Away,Texas Tech,58.0,82.0,No
12/7,Kansas,Home,Missouri,80.0,60.0,Yes
12/7,Missouri,Away,Kansas,60.0,80.0,No
12/7,Army,Home,Gallaudet,111.0,53.0,Yes
12/7,Gallaudet,Away,Army,53.0,111.0,No
12/7,Navy,Home,Air Force,61.0,56.0,Yes
12/7,Air Force,Away,Navy,56.0,61.0,No
12/7,Indiana St,Home,So Indiana,77.0,55.0,Yes
12/7,So Indiana,Away,Indiana St,55.0,77.0,No
12/7,St Thomas (MN),Home,Weber St,88.0,65.0,Yes
12/7,Weber St,Away,St Thomas (MN),65.0,88.0,No
12/7,Merrimack,Home,Fairfield,74.0,63.0,Yes
12/7,Fairfield,Away,Merrimack,63.0,74.0,No
12/7,Northeastern,Home,C Connecticut,73.0,56.0,Yes
12/7,C Connecticut,Away,Northeastern,56.0,73.0,No
12/7,UT Rio Grande,Home,Austin Peay,63.0,50.0,Yes
12/7,Austin Peay,Away,UT Rio Grande,50.0,63.0,No
12/7,Davidson,Home,Saint Mary's,61.0,70.0,No
12/7,Saint Mary's,Away,Davidson,70.0,61.0,Yes
12/7,ETSU,Home,Tusculum,78.0,62.0,Yes
12/7,Tusculum,Away,ETSU,62.0,78.0,No
12/7,Sacred Heart,Home,Iona,69.0,81.0,No
12/7,Iona,Away,Sacred Heart,81.0,69.0,Yes
12/7,Mercer,Home,Oglethorpe,100.0,50.0,Yes
12/7,Oglethorpe,Away,Mercer,50.0,100.0,No
12/7,FGCU,Home,Florida Atlantic,76.0,81.0,No
12/7,Florida Atlantic,Away,FGCU,81.0,76.0,Yes
12/7,Charlotte,Home,Utah State,53.0,79.0,No
12/7,Utah State,Away,Charlotte,79.0,53.0,Yes
12/7,Quinnipiac,Home,Rider,72.0,58.0,Yes
12/7,Rider,Away,Quinnipiac,58.0,72.0,No
12/7,Mercyhurst,Home,Bethany (WV),80.0,51.0,Yes
12/7,Bethany (WV),Away,Mercyhurst,51.0,80.0,No
12/7,Yale,Home,UIC,80.0,66.0,Yes
12/7,UIC,Away,Yale,66.0,80.0,No
12/7,Saint Peter's,Home,Niagara,71.0,43.0,Yes
12/7,Niagara,Away,Saint Peter's,43.0,71.0,No
12/7,Siena,Home,Canisius,74.0,52.0,Yes
12/7,Canisius,Away,Siena,52.0,74.0,No
12/7,Marist,Home,Manhattan,80.0,68.0,Yes
12/7,Manhattan,Away,Marist,68.0,80.0,No
12/7,Radford,Home,Saint Francis,89.0,56.0,Yes
12/7,Saint Francis,Away,Radford,56.0,89.0,No
12/7,SF Austin,Home,UL Monroe,96.0,76.0,Yes
12/7,UL Monroe,Away,SF Austin,76.0,96.0,No
12/7,UT Martin,Home,Alabama St,74.0,64.0,Yes
12/7,Alabama St,Away,UT Martin,64.0,74.0,No
12/7,Louisiana Tech,Home,Ecclesia,89.0,37.0,Yes
12/7,Ecclesia,Away,Louisiana Tech,37.0,89.0,No
12/7,Saint Louis,Home,C Michigan,107.0,65.0,Yes
12/7,C Michigan,Away,Saint Louis,65.0,107.0,No
12/7,Campbell,Home,VA Lynchburg,149.0,62.0,Yes
12/7,VA Lynchburg,Away,Campbell,62.0,149.0,No
12/7,Mississippi St,Home,San Francisco,62.0,65.0,No
12/7,San Francisco,Away,Mississippi St,65.0,62.0,Yes
12/7,UCF,Home,Towson,86.0,61.0,Yes
12/7,Towson,Away,UCF,61.0,86.0,No
12/7,Bowling Green,Home,Aquinas,131.0,50.0,Yes
12/7,Aquinas,Away,Bowling Green,50.0,131.0,No
12/7,Stanford,Home,UNLV,74.0,75.0,No
12/7,UNLV,Away,Stanford,75.0,74.0,Yes
12/7,Pittsburgh,Home,Hofstra,73.0,80.0,No
12/7,Hofstra,Away,Pittsburgh,80.0,73.0,Yes
12/7,MTSU,Home,Belmont,62.0,83.0,No
12/7,Belmont,Away,MTSU,83.0,62.0,Yes
12/7,SE Louisiana,Home,N'Western St,68.0,76.0,No
12/7,N'Western St,Away,SE Louisiana,76.0,68.0,Yes
12/7,Jax State,Home,AU Montgomery,66.0,39.0,Yes
12/7,AU Montgomery,Away,Jax State,39.0,66.0,No
12/7,Lipscomb,Home,Alabama A&M,92.0,58.0,Yes
12/7,Alabama A&M,Away,Lipscomb,58.0,92.0,No
12/7,Washington St,Home,Nevada,64.0,78.0,No
12/7,Nevada,Away,Washington St,78.0,64.0,Yes
12/7,Nebraska,Home,Creighton,71.0,50.0,Yes
12/7,Creighton,Away,Nebraska,50.0,71.0,No
12/7,Wright St,Home,Green Bay,86.0,58.0,Yes
12/7,Green Bay,Away,Wright St,58.0,86.0,No
12/7,SMU,Home,Texas A&M,93.0,80.0,Yes
12/7,Texas A&M,Away,SMU,80.0,93.0,No
12/7,Tarleton St,Home,Cameron,93.0,63.0,Yes
12/7,Cameron,Away,Tarleton St,63.0,93.0,No
12/7,North Texas,Home,TCU,55.0,65.0,No
12/7,TCU,Away,North Texas,65.0,55.0,Yes
12/7,E Texas A&M,Home,C Arkansas,75.0,68.0,Yes
12/7,C Arkansas,Away,E Texas A&M,68.0,75.0,No
12/7,Samford,Home,Cornell,93.0,90.0,Yes
12/7,Cornell,Away,Samford,90.0,93.0,No
12/7,Seattle U,Home,UTEP,75.0,68.0,Yes
12/7,UTEP,Away,Seattle U,68.0,75.0,No
12/8,Kennesaw St,Home,S Wesleyan,121.0,66.0,Yes
12/8,S Wesleyan,Away,Kennesaw St,66.0,121.0,No
12/8,Penn,Home,Lafayette,74.0,72.0,Yes
12/8,Lafayette,Away,Penn,72.0,74.0,No
12/8,Charleston So,Home,USC Upstate,84.0,44.0,Yes
12/8,USC Upstate,Away,Charleston So,44.0,84.0,No
12/8,Southern Miss,Home,Grambling,68.0,60.0,Yes
12/8,Grambling,Away,Southern Miss,60.0,68.0,No
12/8,Texas,Home,Southern,95.0,69.0,Yes
12/8,Southern,Away,Texas,69.0,95.0,No
12/8,Kansas St,Home,Miss Valley St,108.0,49.0,Yes
12/8,Miss Valley St,Away,Kansas St,49.0,108.0,No
12/8,New Orleans,Home,Incarnate Word,84.0,83.0,Yes
12/8,Incarnate Word,Away,New Orleans,83.0,84.0,No
12/9,Michigan,Home,Villanova,89.0,61.0,Yes
12/9,Villanova,Away,Michigan,61.0,89.0,No
12/9,Connecticut,Home,Florida,77.0,73.0,Yes
12/9,Florida,Away,Connecticut,73.0,77.0,No
12/9,BYU,Home,Clemson,67.0,64.0,Yes
12/9,Clemson,Away,BYU,64.0,67.0,No
12/9,Ohio State,Home,Illinois,80.0,88.0,No
12/9,Illinois,Away,Ohio State,88.0,80.0,Yes
12/9,Virginia,Home,MD Eastern,84.0,60.0,Yes
12/9,MD Eastern,Away,Virginia,60.0,84.0,No
12/9,UL Monroe,Home,Ark Baptist,79.0,69.0,Yes
12/9,Ark Baptist,Away,UL Monroe,69.0,79.0,No
12/9,UMBC,Home,Buffalo,79.0,83.0,No
12/9,Buffalo,Away,UMBC,83.0,79.0,Yes
12/9,VMI,Home,Loyola MD,86.0,70.0,Yes
12/9,Loyola MD,Away,VMI,70.0,86.0,No
12/9,Holy Cross,Home,Regis College,69.0,47.0,Yes
12/9,Regis College,Away,Holy Cross,47.0,69.0,No
12/9,Winthrop,Home,Toccoa Falls,111.0,62.0,Yes
12/9,Toccoa Falls,Away,Winthrop,62.0,111.0,No
12/9,Furman,Home,Bob Jones,105.0,57.0,Yes
12/9,Bob Jones,Away,Furman,57.0,105.0,No
12/9,The Citadel,Home,S Wesleyan,98.0,73.0,Yes
12/9,S Wesleyan,Away,The Citadel,73.0,98.0,No
12/9,Chattanooga,Home,Oakwood,103.0,46.0,Yes
12/9,Oakwood,Away,Chattanooga,46.0,103.0,No
12/9,Kentucky,Home,North Carolina Central,103.0,67.0,Yes
12/9,North Carolina Central,Away,Kentucky,67.0,103.0,No
12/9,Howard,Home,NC A&T,73.0,69.0,Yes
12/9,NC A&T,Away,Howard,69.0,73.0,No
12/9,Temple,Home,Georgian Court,103.0,57.0,Yes
12/9,Georgian Court,Away,Temple,57.0,103.0,No
12/9,N Kentucky,Home,Brescia,92.0,53.0,Yes
12/9,Brescia,Away,N Kentucky,53.0,92.0,No
